SRA_id,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species
SRR11871366,87252,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus subrufescens
SRR11871367,87252,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus subrufescens
SRR11871368,87252,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus subrufescens
SRR11947724,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947725,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947726,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947727,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947728,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947729,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947730,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947731,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947732,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947733,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947734,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR11947735,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR12141295,1194637,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus thesauricus
SRR12351476,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR12351475,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR12351474,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR12351470,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR12351469,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR12351468,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR12465122,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR12465123,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR12465124,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR12465126,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR12454846,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR12454848,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR12454849,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR12454852,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR12465132,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR12465136,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR12465138,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR12465139,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR1258115,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR1258116,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR12605071,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR13060570,1966363,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Leucocalocybe,Leucocalocybe mongolica
SRR13060571,1966363,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Leucocalocybe,Leucocalocybe mongolica
SRR13094911,456999,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani
SRR13094912,456999,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani
SRR13094913,456999,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani
SRR13094914,456999,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani
SRR13094915,456999,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani
SRR13094916,456999,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani
SRR13089179,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13089180,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13089181,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13089182,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13089183,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13089184,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13089185,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13089186,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13089187,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR13171839,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR13171840,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR13171844,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR13203882,1973307,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Cyclocybe,Cyclocybe aegerita
SRR13203885,1973307,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Cyclocybe,Cyclocybe aegerita
SRR13259820,47424,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,<not present>
SRR13498927,91752,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium erinaceus
SRR13498926,91752,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium erinaceus
SRR13498934,91752,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium erinaceus
SRR13498933,91752,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium erinaceus
SRR13498932,91752,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium erinaceus
SRR13498928,91752,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium erinaceus
SRR13787228,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13787229,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13787230,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13787231,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13787232,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13787233,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13787234,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13787235,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13787236,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR13855513,111137,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius sanguifluus
SRR13855514,111137,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius sanguifluus
SRR13855515,111137,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius sanguifluus
SRR13855516,111137,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius sanguifluus
SRR13855517,111137,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius sanguifluus
SRR13855518,111137,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius sanguifluus
SRR14228449,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228450,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228451,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228452,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228453,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228454,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228455,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228456,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228458,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228460,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228461,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228462,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228463,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228464,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228465,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14228466,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR14322366,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR14328375,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR14328376,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR14328380,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR14328381,5321,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae
SRR14629527,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR14629528,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR14629542,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR14704985,5194,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella conica
SRR14879709,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR14879710,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR15001034,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001035,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001036,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001037,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001038,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001039,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001040,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001041,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001042,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001043,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001044,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001045,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001046,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001047,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15001048,160864,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes gibbosa
SRR15044030,5341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR15044029,5341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR1509475,1379160,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lignosus,Lignosus rhinocerotis
SRR15182889,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182891,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182892,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182893,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182894,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182895,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182896,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182897,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182898,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182901,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182902,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182903,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182904,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182905,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182906,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182907,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182908,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182909,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182910,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182912,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182913,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182915,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182916,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182917,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182873,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182877,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182878,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182879,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182881,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182882,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182883,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182885,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182886,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182887,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15182888,76130,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis trogii
SRR15383660,158607,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe helianthi
SRR15813619,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813618,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813617,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813616,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813615,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813614,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813613,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813612,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813611,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR15813610,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15813609,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15813608,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15813607,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15813606,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15813605,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15813604,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15813603,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15813602,117021,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma abortivum
SRR15827324,81056,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia cocos
SRR15827325,81056,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia cocos
SRR15827326,81056,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia cocos
SRR15827327,81056,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia cocos
SRR15827328,81056,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia cocos
SRR1587670,1314800,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vinicolor
SRR1609854,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609855,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609852,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609853,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609850,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609851,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609848,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609849,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609846,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609847,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
